0,24,0,114
0,28,0,117
0,30,0,117
0,29,0,117
0,33,0,118
0,33,0,115
0,35,0,112
0,38,0,106
0,39,0,102
0,39,0,99
0,39,0,97
0,35,0,94
0,34,0,93
0,30,0,92
0,28,0,90
0,30,0,91
0,29,0,92
0,26,0,94
0,24,0,101
0,22,0,102
0,15,0,102
0,12,0,103
0,10,0,103
0,6,0,103
0,0,0,101
0,0,0,95
0,0,0,86
0,0,0,76
0,0,0,57
0,0,0,34
0,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,8
0,0,0,27
0,0,0,32
0,0,0,48
0,0,0,69
0,0,0,80
0,0,3,84
0,0,5,87
0,0,9,84
0,0,23,86
0,0,30,84
0,0,35,85
0,0,44,83
0,0,50,83
0,0,64,81
0,0,75,77
0,0,80,72
0,0,86,66
0,0,89,60
0,0,93,52
0,0,98,43
0,0,103,26
0,0,109,13
0,0,117,2
0,0,120,0
0,0,125,0
0,0,127,0
0,0,131,0
0,0,132,0
0,0,133,0
0,0,134,0
0,0,134,0
0,0,133,0
0,0,130,0
0,0,128,0
0,0,125,0
0,0,124,0
0,0,123,0
0,0,123,1
0,0,120,3
0,0,119,4
0,0,116,5
0,0,110,12
0,0,105,15
0,0,98,18
0,0,91,16
0,0,89,9
0,0,78,2
0,0,79,0
0,0,64,0
0,0,50,0
0,0,34,0
0,0,22,0
0,0,16,0
0,0,14,0
0,0,6,0
0,0,4,0
0,0,2,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
